Module,Group1,Group2,Group3,Item,Group1Key,Group2Key,Group3Key,ItemKey
"固定資産","照会およびレポート","トランザクション レポート","","固定資産明細書","[""mainmenu"",""FixedAssets"",""InquiriesAndReports""]","[""mainmenu"",""FixedAssets"",""InquiriesAndReports"",""TransactionReports""]","","固定資産明細書"
"固定資産","照会およびレポート","トランザクション レポート","","固定資産注記","[""mainmenu"",""FixedAssets"",""InquiriesAndReports""]","[""mainmenu"",""FixedAssets"",""InquiriesAndReports"",""TransactionReports""]","","固定資産注記"
"固定資産","照会およびレポート","トランザクション レポート","","固定資産注記 (GER)","[""mainmenu"",""FixedAssets"",""InquiriesAndReports""]","[""mainmenu"",""FixedAssets"",""InquiriesAndReports"",""TransactionReports""]","","固定資産注記 (GER)"
"固定資産","照会およびレポート","トランザクション レポート","","固定資産予約トランザクション","[""mainmenu"",""FixedAssets"",""InquiriesAndReports""]","[""mainmenu"",""FixedAssets"",""InquiriesAndReports"",""TransactionReports""]","","固定資産予約トランザクション"
"固定資産","照会およびレポート","トランザクション レポート","","固定資産の貸出レポート","[""mainmenu"",""FixedAssets"",""InquiriesAndReports""]","[""mainmenu"",""FixedAssets"",""InquiriesAndReports"",""TransactionReports""]","","固定資産の貸出レポート"
"固定資産","照会およびレポート","トランザクション レポート","","固定資産の貸出履歴レポート","[""mainmenu"",""FixedAssets"",""InquiriesAndReports""]","[""mainmenu"",""FixedAssets"",""InquiriesAndReports"",""TransactionReports""]","","固定資産の貸出履歴レポート"
"固定資産","照会およびレポート","トランザクション レポート","","固定資産実地棚卸ワークシート レポート","[""mainmenu"",""FixedAssets"",""InquiriesAndReports""]","[""mainmenu"",""FixedAssets"",""InquiriesAndReports"",""TransactionReports""]","","固定資産実地棚卸ワークシート レポート"
"固定資産","照会およびレポート","トランザクション レポート","","固定資産追加レポート","[""mainmenu"",""FixedAssets"",""InquiriesAndReports""]","[""mainmenu"",""FixedAssets"",""InquiriesAndReports"",""TransactionReports""]","","固定資産追加レポート"
"固定資産","照会およびレポート","トランザクション レポート","","固定資産の交換期限レポート","[""mainmenu"",""FixedAssets"",""InquiriesAndReports""]","[""mainmenu"",""FixedAssets"",""InquiriesAndReports"",""TransactionReports""]","","固定資産の交換期限レポート"
"固定資産","照会およびレポート","トランザクション レポート","","固定資産の保険レポート","[""mainmenu"",""FixedAssets"",""InquiriesAndReports""]","[""mainmenu"",""FixedAssets"",""InquiriesAndReports"",""TransactionReports""]","","固定資産の保険レポート"
"固定資産","定期処理のタスク","","","一括転送","[""mainmenu"",""FixedAssets"",""PeriodicTasks""]","","","一括転送"
"固定資産","定期処理のタスク","","","一括更新","[""mainmenu"",""FixedAssets"",""PeriodicTasks""]","","","一括更新"
"固定資産","定期処理のタスク","","","総勘定元帳に転記されていないトランザクションの削除","[""mainmenu"",""FixedAssets"",""PeriodicTasks""]","","","総勘定元帳に転記されていないトランザクションの削除"
"固定資産","定期処理のタスク","","","再分類","[""mainmenu"",""FixedAssets"",""PeriodicTasks""]","","","再分類"
"固定資産","定期処理のタスク","","","固定資産番号をバーコードに割り当てる","[""mainmenu"",""FixedAssets"",""PeriodicTasks""]","","","固定資産番号をバーコードに割り当てる"
"固定資産","定期処理のタスク","","","固定資産バーコード レポート","[""mainmenu"",""FixedAssets"",""PeriodicTasks""]","","","固定資産バーコード レポート"
"固定資産","定期処理のタスク","","","交換費用と保証金額の更新","[""mainmenu"",""FixedAssets"",""PeriodicTasks""]","","","交換費用と保証金額の更新"
"固定資産","定期処理のタスク","","","長すぎる名前がつけられた固定資産を確認する","[""mainmenu"",""FixedAssets"",""PeriodicTasks""]","","","長すぎる名前がつけられた固定資産を確認する"
"固定資産","設定","","","固定資産パラメーター","[""mainmenu"",""FixedAssets"",""Setup""]","","","固定資産パラメーター"
"固定資産","設定","","","減価償却プロファイル","[""mainmenu"",""FixedAssets"",""Setup""]","","","減価償却プロファイル"
"固定資産","設定","","","帳簿","[""mainmenu"",""FixedAssets"",""Setup""]","","","帳簿"
"固定資産","設定","","","固定資産転記プロファイル","[""mainmenu"",""FixedAssets"",""Setup""]","","","固定資産転記プロファイル"
"固定資産","設定","","","固定資産グループ","[""mainmenu"",""FixedAssets"",""Setup""]","","","固定資産グループ"
"固定資産","設定","","","特別減価償却費","[""mainmenu"",""FixedAssets"",""Setup""]","","","特別減価償却費"
"固定資産","設定","","","資産の理由","[""mainmenu"",""FixedAssets"",""Setup""]","","","資産の理由"
"固定資産","設定","","","固定資産ワークフロー","[""mainmenu"",""FixedAssets"",""Setup""]","","","固定資産ワークフロー"
"固定資産","設定","","","レポート通貨金額を固定資産帳簿に追加する","[""mainmenu"",""FixedAssets"",""Setup""]","","","レポート通貨金額を固定資産帳簿に追加する"
"固定資産","設定","固定資産の属性","","主要タイプ","[""mainmenu"",""FixedAssets"",""Setup""]","[""mainmenu"",""FixedAssets"",""Setup"",""SetupFixedAssetAttributes""]","","主要タイプ"
"固定資産","設定","固定資産の属性","","資産活動コード","[""mainmenu"",""FixedAssets"",""Setup""]","[""mainmenu"",""FixedAssets"",""Setup"",""SetupFixedAssetAttributes""]","","資産活動コード"
"固定資産","設定","固定資産の属性","","プロパティ グループ","[""mainmenu"",""FixedAssets"",""Setup""]","[""mainmenu"",""FixedAssets"",""Setup"",""SetupFixedAssetAttributes""]","","プロパティ グループ"
"固定資産","設定","固定資産の属性","","固定資産の状況","[""mainmenu"",""FixedAssets"",""Setup""]","[""mainmenu"",""FixedAssets"",""Setup"",""SetupFixedAssetAttributes""]","","固定資産の状況"
"固定資産","設定","固定資産の属性","","固定資産の場所","[""mainmenu"",""FixedAssets"",""Setup""]","[""mainmenu"",""FixedAssets"",""Setup"",""SetupFixedAssetAttributes""]","","固定資産の場所"
"固定資産","設定","固定資産の属性","","並べ替え","[""mainmenu"",""FixedAssets"",""Setup""]","[""mainmenu"",""FixedAssets"",""Setup"",""SetupFixedAssetAttributes""]","","並べ替え"
"固定資産","設定","固定資産の属性","","取得方法","[""mainmenu"",""FixedAssets"",""Setup""]","[""mainmenu"",""FixedAssets"",""Setup"",""SetupFixedAssetAttributes""]","","取得方法"
"固定資産","設定","固定資産の属性","","固定資産の準備額タイプ","[""mainmenu"",""FixedAssets"",""Setup""]","[""mainmenu"",""FixedAssets"",""Setup"",""SetupFixedAssetAttributes""]","","固定資産の準備額タイプ"
"固定資産","設定","固定資産明細書","","固定資産明細書行","[""mainmenu"",""FixedAssets"",""Setup""]","[""mainmenu"",""FixedAssets"",""Setup"",""SetupFixedAssetStatement""]","","固定資産明細書行"
"固定資産","設定","固定資産明細書","","固定資産明細書行レポート","[""mainmenu"",""FixedAssets"",""Setup""]","[""mainmenu"",""FixedAssets"",""Setup"",""SetupFixedAssetStatement""]","","固定資産明細書行レポート"
"固定資産","設定","固定資産明細書","","固定資産明細書検証レポート","[""mainmenu"",""FixedAssets"",""Setup""]","[""mainmenu"",""FixedAssets"",""Setup"",""SetupFixedAssetStatement""]","","固定資産明細書検証レポート"
"固定資産","設定","消費償却","","消費量係数","[""mainmenu"",""FixedAssets"",""Setup""]","[""mainmenu"",""FixedAssets"",""Setup"",""SetupConsumptionDepreciation""]","","消費量係数"
"固定資産","設定","消費償却","","消費単位","[""mainmenu"",""FixedAssets"",""Setup""]","[""mainmenu"",""FixedAssets"",""Setup"",""SetupConsumptionDepreciation""]","","消費単位"
