Module,Group1,Group2,Group3,Item,Group1Key,Group2Key,Group3Key,ItemKey
"予算作成","照会およびレポート","予算計画","","予算計画別予測職位レポート","[""mainmenu"",""Budgeting"",""InquiriesReports""]","[""mainmenu"",""Budgeting"",""InquiriesReports"",""InquiriesReportsBudgetPlanning""]","","予算計画別予測職位レポート"
"予算作成","照会およびレポート","予算計画","","予算計画監査レポート","[""mainmenu"",""Budgeting"",""InquiriesReports""]","[""mainmenu"",""Budgeting"",""InquiriesReports"",""InquiriesReportsBudgetPlanning""]","","予算計画監査レポート"
"予算作成","照会およびレポート","予算計画","","予測職位の概要","[""mainmenu"",""Budgeting"",""InquiriesReports""]","[""mainmenu"",""Budgeting"",""InquiriesReports"",""InquiriesReportsBudgetPlanning""]","","予測職位の概要"
"予算作成","照会およびレポート","予算計画","","予測職位の詳細","[""mainmenu"",""Budgeting"",""InquiriesReports""]","[""mainmenu"",""Budgeting"",""InquiriesReports"",""InquiriesReportsBudgetPlanning""]","","予測職位の詳細"
"予算作成","照会およびレポート","予算管理","","予算管理統計","[""mainmenu"",""Budgeting"",""InquiriesReports""]","[""mainmenu"",""Budgeting"",""InquiriesReports"",""InquiriesReportsBudgetControl""]","","予算管理統計"
"予算作成","照会およびレポート","予算管理","","期間別の予算管理統計","[""mainmenu"",""Budgeting"",""InquiriesReports""]","[""mainmenu"",""Budgeting"",""InquiriesReports"",""InquiriesReportsBudgetControl""]","","期間別の予算管理統計"
"予算作成","照会およびレポート","予算管理","","財務諸表","[""mainmenu"",""Budgeting"",""InquiriesReports""]","[""mainmenu"",""Budgeting"",""InquiriesReports"",""InquiriesReportsBudgetControl""]","","財務諸表"
"予算作成","照会およびレポート","予算管理","","予算分析","[""mainmenu"",""Budgeting"",""InquiriesReports""]","[""mainmenu"",""Budgeting"",""InquiriesReports"",""InquiriesReportsBudgetControl""]","","予算分析"
"予算作成","照会およびレポート","予算管理","","予算管理勘定詳細履歴レポート","[""mainmenu"",""Budgeting"",""InquiriesReports""]","[""mainmenu"",""Budgeting"",""InquiriesReports"",""InquiriesReportsBudgetControl""]","","予算管理勘定詳細履歴レポート"
"予算作成","照会およびレポート","予算管理","","プロジェクト別の予算管理活動レポート","[""mainmenu"",""Budgeting"",""InquiriesReports""]","[""mainmenu"",""Budgeting"",""InquiriesReports"",""InquiriesReportsBudgetControl""]","","プロジェクト別の予算管理活動レポート"
"予算作成","照会およびレポート","予算管理","","予算分析レポート","[""mainmenu"",""Budgeting"",""InquiriesReports""]","[""mainmenu"",""Budgeting"",""InquiriesReports"",""InquiriesReportsBudgetControl""]","","予算分析レポート"
"予算作成","定期処理","","","一般会計から予算計画を生成","[""mainmenu"",""Budgeting"",""Periodic""]","","","一般会計から予算計画を生成"
"予算作成","定期処理","","","予算計画から予算計画を生成","[""mainmenu"",""Budgeting"",""Periodic""]","","","予算計画から予算計画を生成"
"予算作成","定期処理","","","固定資産から予算計画を生成","[""mainmenu"",""Budgeting"",""Periodic""]","","","固定資産から予算計画を生成"
"予算作成","定期処理","","","予測職位から予算計画を生成","[""mainmenu"",""Budgeting"",""Periodic""]","","","予測職位から予算計画を生成"
"予算作成","定期処理","","","プロジェクト予測から予算計画を生成","[""mainmenu"",""Budgeting"",""Periodic""]","","","プロジェクト予測から予算計画を生成"
"予算作成","定期処理","","","需要予測から予算計画を生成","[""mainmenu"",""Budgeting"",""Periodic""]","","","需要予測から予算計画を生成"
"予算作成","定期処理","","","供給予測から予算計画を生成","[""mainmenu"",""Budgeting"",""Periodic""]","","","供給予測から予算計画を生成"
"予算作成","定期処理","","","予算登録エントリから予算計画を生成します","[""mainmenu"",""Budgeting"",""Periodic""]","","","予算登録エントリから予算計画を生成します"
"予算作成","定期処理","","","予算登録エントリの生成","[""mainmenu"",""Budgeting"",""Periodic""]","","","予算登録エントリの生成"
"予算作成","定期処理","","","予算管理データの管理","[""mainmenu"",""Budgeting"",""Periodic""]","","","予算管理データの管理"
"予算作成","設定","基本予算作成","","予算作成パラメーター","[""mainmenu"",""Budgeting"",""Setup""]","[""mainmenu"",""Budgeting"",""Setup"",""SetupBasicBudgeting""]","","予算作成パラメーター"
"予算作成","設定","基本予算作成","","予算作成ワークフロー","[""mainmenu"",""Budgeting"",""Setup""]","[""mainmenu"",""Budgeting"",""Setup"",""SetupBasicBudgeting""]","","予算作成ワークフロー"
"予算作成","設定","基本予算作成","","予算作成用の分析コード","[""mainmenu"",""Budgeting"",""Setup""]","[""mainmenu"",""Budgeting"",""Setup"",""SetupBasicBudgeting""]","","予算作成用の分析コード"
"予算作成","設定","基本予算作成","","予算モデル","[""mainmenu"",""Budgeting"",""Setup""]","[""mainmenu"",""Budgeting"",""Setup"",""SetupBasicBudgeting""]","","予算モデル"
"予算作成","設定","基本予算作成","","予算コード","[""mainmenu"",""Budgeting"",""Setup""]","[""mainmenu"",""Budgeting"",""Setup"",""SetupBasicBudgeting""]","","予算コード"
"予算作成","設定","基本予算作成","","予算配賦条件","[""mainmenu"",""Budgeting"",""Setup""]","[""mainmenu"",""Budgeting"",""Setup"",""SetupBasicBudgeting""]","","予算配賦条件"
"予算作成","設定","基本予算作成","","予算振替ルール","[""mainmenu"",""Budgeting"",""Setup""]","[""mainmenu"",""Budgeting"",""Setup"",""SetupBasicBudgeting""]","","予算振替ルール"
"予算作成","設定","予算計画","","予算作成パラメーター","[""mainmenu"",""Budgeting"",""Setup""]","[""mainmenu"",""Budgeting"",""Setup"",""SetupBudgetPlanning""]","","予算作成パラメーター"
"予算作成","設定","予算計画","","予算作成 Power BI","[""mainmenu"",""Budgeting"",""Setup""]","[""mainmenu"",""Budgeting"",""Setup"",""SetupBudgetPlanning""]","","予算作成 Power BI"
"予算作成","設定","予算計画","","予算作成ワークフロー","[""mainmenu"",""Budgeting"",""Setup""]","[""mainmenu"",""Budgeting"",""Setup"",""SetupBudgetPlanning""]","","予算作成ワークフロー"
"予算作成","設定","予算計画","","予算サイクル","[""mainmenu"",""Budgeting"",""Setup""]","[""mainmenu"",""Budgeting"",""Setup"",""SetupBudgetPlanning""]","","予算サイクル"
"予算作成","設定","予算計画","","予算計画のコンフィギュレーション","[""mainmenu"",""Budgeting"",""Setup""]","[""mainmenu"",""Budgeting"",""Setup"",""SetupBudgetPlanning""]","","予算計画のコンフィギュレーション"
"予算作成","設定","予算計画","","予算計画プロセス","[""mainmenu"",""Budgeting"",""Setup""]","[""mainmenu"",""Budgeting"",""Setup"",""SetupBudgetPlanning""]","","予算計画プロセス"
"予算作成","設定","予算計画","","予算計画の属性","[""mainmenu"",""Budgeting"",""Setup""]","[""mainmenu"",""Budgeting"",""Setup"",""SetupBudgetPlanning""]","","予算計画の属性"
"予算作成","設定","予算計画","","予算配賦条件","[""mainmenu"",""Budgeting"",""Setup""]","[""mainmenu"",""Budgeting"",""Setup"",""SetupBudgetPlanning""]","","予算配賦条件"
"予算作成","設定","予算計画","","予算原価要素","[""mainmenu"",""Budgeting"",""Setup""]","[""mainmenu"",""Budgeting"",""Setup"",""SetupBudgetPlanning""]","","予算原価要素"
"予算作成","設定","予算計画","","報酬グループ","[""mainmenu"",""Budgeting"",""Setup""]","[""mainmenu"",""Budgeting"",""Setup"",""SetupBudgetPlanning""]","","報酬グループ"
"予算作成","設定","予算計画","","妥当性ドキュメント テンプレート","[""mainmenu"",""Budgeting"",""Setup""]","[""mainmenu"",""Budgeting"",""Setup"",""SetupBudgetPlanning""]","","妥当性ドキュメント テンプレート"
"予算作成","設定","予算管理","","予算サイクル","[""mainmenu"",""Budgeting"",""Setup""]","[""mainmenu"",""Budgeting"",""Setup"",""SetupBudgetControl""]","","予算サイクル"
"予算作成","設定","予算管理","","予算管理コンフィギュレーション","[""mainmenu"",""Budgeting"",""Setup""]","[""mainmenu"",""Budgeting"",""Setup"",""SetupBudgetControl""]","","予算管理コンフィギュレーション"
"予算作成","設定","一般予算引当","","引当タイプ","[""mainmenu"",""Budgeting"",""Setup""]","[""mainmenu"",""Budgeting"",""Setup"",""SetupBudgetReservations""]","","引当タイプ"
