Module,Group1,Group2,Group3,Item,Group1Key,Group2Key,Group3Key,ItemKey
"販売とマーケティング","リレーションシップ","営業案件","","新しい営業案件","[""mainmenu"",""SalesAndMarketing"",""Relationships""]","[""mainmenu"",""SalesAndMarketing"",""Relationships"",""Opportunities""]","","新しい営業案件"
"販売とマーケティング","リレーションシップ","営業案件","","個人用の新しい営業案件","[""mainmenu"",""SalesAndMarketing"",""Relationships""]","[""mainmenu"",""SalesAndMarketing"",""Relationships"",""Opportunities""]","","個人用の新しい営業案件"
"販売とマーケティング","リレーションシップ","営業案件","","競合他社","[""mainmenu"",""SalesAndMarketing"",""Relationships""]","[""mainmenu"",""SalesAndMarketing"",""Relationships"",""Opportunities""]","","競合他社"
"販売とマーケティング","マーケティング","キャンペーン","","すべてのキャンペーン","[""mainmenu"",""SalesAndMarketing"",""Marketing""]","[""mainmenu"",""SalesAndMarketing"",""Marketing"",""Campaigns""]","","すべてのキャンペーン"
"販売とマーケティング","マーケティング","キャンペーン","","個人用キャンペーン","[""mainmenu"",""SalesAndMarketing"",""Marketing""]","[""mainmenu"",""SalesAndMarketing"",""Marketing"",""Campaigns""]","","個人用キャンペーン"
"販売とマーケティング","マーケティング","テレマーケティング","","すべての通話リスト","[""mainmenu"",""SalesAndMarketing"",""Marketing""]","[""mainmenu"",""SalesAndMarketing"",""Marketing"",""Telemarketing""]","","すべての通話リスト"
"販売とマーケティング","マーケティング","テレマーケティング","","個人用通話リスト","[""mainmenu"",""SalesAndMarketing"",""Marketing""]","[""mainmenu"",""SalesAndMarketing"",""Marketing"",""Telemarketing""]","","個人用通話リスト"
"販売とマーケティング","マーケティング","テレマーケティング","","通話の配分","[""mainmenu"",""SalesAndMarketing"",""Marketing""]","[""mainmenu"",""SalesAndMarketing"",""Marketing"",""Telemarketing""]","","通話の配分"
"販売とマーケティング","販売見積","","","すべての見積","[""mainmenu"",""SalesAndMarketing"",""SalesQuotations""]","","","すべての見積"
"販売とマーケティング","販売見積","","","自分の見積","[""mainmenu"",""SalesAndMarketing"",""SalesQuotations""]","","","自分の見積"
"販売とマーケティング","販売見積","見積の公開","","見積の公開","[""mainmenu"",""SalesAndMarketing"",""SalesQuotations""]","[""mainmenu"",""SalesAndMarketing"",""SalesQuotations"",""OpenQuotations""]","","見積の公開"
"販売とマーケティング","販売見積","見積の公開","","期限が切れる見積","[""mainmenu"",""SalesAndMarketing"",""SalesQuotations""]","[""mainmenu"",""SalesAndMarketing"",""SalesQuotations"",""OpenQuotations""]","","期限が切れる見積"
"販売とマーケティング","販売見積","見積の公開","","期限が切れる自分の見積","[""mainmenu"",""SalesAndMarketing"",""SalesQuotations""]","[""mainmenu"",""SalesAndMarketing"",""SalesQuotations"",""OpenQuotations""]","","期限が切れる自分の見積"
"販売とマーケティング","販売見積","見積の公開","","新しい販売見積書","[""mainmenu"",""SalesAndMarketing"",""SalesQuotations""]","[""mainmenu"",""SalesAndMarketing"",""SalesQuotations"",""OpenQuotations""]","","新しい販売見積書"
"販売とマーケティング","販売見積","見積の公開","","送信された販売見積","[""mainmenu"",""SalesAndMarketing"",""SalesQuotations""]","[""mainmenu"",""SalesAndMarketing"",""SalesQuotations"",""OpenQuotations""]","","送信された販売見積"
"販売とマーケティング","販売見積","見積の更新","","見積のキャンセル","[""mainmenu"",""SalesAndMarketing"",""SalesQuotations""]","[""mainmenu"",""SalesAndMarketing"",""SalesQuotations"",""QuotationUpdate""]","","見積のキャンセル"
"販売とマーケティング","販売見積","見積の更新","","見積の破棄","[""mainmenu"",""SalesAndMarketing"",""SalesQuotations""]","[""mainmenu"",""SalesAndMarketing"",""SalesQuotations"",""QuotationUpdate""]","","見積の破棄"
"販売とマーケティング","販売見積","見積の更新","","見積の一括作成","[""mainmenu"",""SalesAndMarketing"",""SalesQuotations""]","[""mainmenu"",""SalesAndMarketing"",""SalesQuotations"",""QuotationUpdate""]","","見積の一括作成"
"販売とマーケティング","販売見積","見積の更新","","見積の確認","[""mainmenu"",""SalesAndMarketing"",""SalesQuotations""]","[""mainmenu"",""SalesAndMarketing"",""SalesQuotations"",""QuotationUpdate""]","","見積の確認"
"販売とマーケティング","販売見積","見積の更新","","見積の送信","[""mainmenu"",""SalesAndMarketing"",""SalesQuotations""]","[""mainmenu"",""SalesAndMarketing"",""SalesQuotations"",""QuotationUpdate""]","","見積の送信"
"販売とマーケティング","販売見積","見積の更新","","送信された販売見積","[""mainmenu"",""SalesAndMarketing"",""SalesQuotations""]","[""mainmenu"",""SalesAndMarketing"",""SalesQuotations"",""QuotationUpdate""]","","送信された販売見積"
"販売とマーケティング","販売見積","見積の更新","","販売見積の確認","[""mainmenu"",""SalesAndMarketing"",""SalesQuotations""]","[""mainmenu"",""SalesAndMarketing"",""SalesQuotations"",""QuotationUpdate""]","","販売見積の確認"
"販売とマーケティング","販売注文","","","すべての販売注文","[""mainmenu"",""SalesAndMarketing"",""SalesOrders""]","","","すべての販売注文"
"販売とマーケティング","販売注文","","","販売注文の作成","[""mainmenu"",""SalesAndMarketing"",""SalesOrders""]","","","販売注文の作成"
"販売とマーケティング","販売注文","未処理の注文","","未処理の販売注文","[""mainmenu"",""SalesAndMarketing"",""SalesOrders""]","[""mainmenu"",""SalesAndMarketing"",""SalesOrders"",""OpenOrders""]","","未処理の販売注文"
"販売とマーケティング","販売注文","未処理の注文","","保留中の顧客の未処理の販売注文","[""mainmenu"",""SalesAndMarketing"",""SalesOrders""]","[""mainmenu"",""SalesAndMarketing"",""SalesOrders"",""OpenOrders""]","","保留中の顧客の未処理の販売注文"
"販売とマーケティング","販売注文","未処理の注文","","オーダー残明細行","[""mainmenu"",""SalesAndMarketing"",""SalesOrders""]","[""mainmenu"",""SalesAndMarketing"",""SalesOrders"",""OpenOrders""]","","オーダー残明細行"
"販売とマーケティング","販売注文","未処理の注文","","注文保留","[""mainmenu"",""SalesAndMarketing"",""SalesOrders""]","[""mainmenu"",""SalesAndMarketing"",""SalesOrders"",""OpenOrders""]","","注文保留"
"販売とマーケティング","販売注文","未処理の注文","","未処理販売注文明細行","[""mainmenu"",""SalesAndMarketing"",""SalesOrders""]","[""mainmenu"",""SalesAndMarketing"",""SalesOrders"",""OpenOrders""]","","未処理販売注文明細行"
"販売とマーケティング","販売注文","未処理の注文","","会社間注文","[""mainmenu"",""SalesAndMarketing"",""SalesOrders""]","[""mainmenu"",""SalesAndMarketing"",""SalesOrders"",""OpenOrders""]","","会社間注文"
"販売とマーケティング","販売注文","売上仕訳帳","","販売注文タイプ仕訳帳","[""mainmenu"",""SalesAndMarketing"",""SalesOrders""]","[""mainmenu"",""SalesAndMarketing"",""SalesOrders"",""SalesJournal""]","","販売注文タイプ仕訳帳"
"販売とマーケティング","販売注文","売上仕訳帳","","売上仕訳帳の転記","[""mainmenu"",""SalesAndMarketing"",""SalesOrders""]","[""mainmenu"",""SalesAndMarketing"",""SalesOrders"",""SalesJournal""]","","売上仕訳帳の転記"
"販売とマーケティング","販売注文","注文確認","","販売注文の確認","[""mainmenu"",""SalesAndMarketing"",""SalesOrders""]","[""mainmenu"",""SalesAndMarketing"",""SalesOrders"",""OrderConfirmation""]","","販売注文の確認"
"販売とマーケティング","販売注文","注文確認","","確認済販売注文","[""mainmenu"",""SalesAndMarketing"",""SalesOrders""]","[""mainmenu"",""SalesAndMarketing"",""SalesOrders"",""OrderConfirmation""]","","確認済販売注文"
"販売とマーケティング","販売注文","注文の出荷","","ピッキング リストの生成","[""mainmenu"",""SalesAndMarketing"",""SalesOrders""]","[""mainmenu"",""SalesAndMarketing"",""SalesOrders"",""OrderShipping""]","","ピッキング リストの生成"
"販売とマーケティング","販売注文","注文の出荷","","ピッキング リスト登録","[""mainmenu"",""SalesAndMarketing"",""SalesOrders""]","[""mainmenu"",""SalesAndMarketing"",""SalesOrders"",""OrderShipping""]","","ピッキング リスト登録"
"販売とマーケティング","販売注文","注文の出荷","","ピッキング リスト","[""mainmenu"",""SalesAndMarketing"",""SalesOrders""]","[""mainmenu"",""SalesAndMarketing"",""SalesOrders"",""OrderShipping""]","","ピッキング リスト"
"販売とマーケティング","販売注文","注文の出荷","","梱包明細の転記","[""mainmenu"",""SalesAndMarketing"",""SalesOrders""]","[""mainmenu"",""SalesAndMarketing"",""SalesOrders"",""OrderShipping""]","","梱包明細の転記"
"販売とマーケティング","販売注文","注文の出荷","","梱包明細","[""mainmenu"",""SalesAndMarketing"",""SalesOrders""]","[""mainmenu"",""SalesAndMarketing"",""SalesOrders"",""OrderShipping""]","","梱包明細"
"販売とマーケティング","販売注文","注文の出荷","","未請求の梱包明細","[""mainmenu"",""SalesAndMarketing"",""SalesOrders""]","[""mainmenu"",""SalesAndMarketing"",""SalesOrders"",""OrderShipping""]","","未請求の梱包明細"
"販売とマーケティング","販売注文","注文の出荷","","出荷明細","[""mainmenu"",""SalesAndMarketing"",""SalesOrders""]","[""mainmenu"",""SalesAndMarketing"",""SalesOrders"",""OrderShipping""]","","出荷明細"
"販売とマーケティング","販売注文","注文の出荷","","船荷証券","[""mainmenu"",""SalesAndMarketing"",""SalesOrders""]","[""mainmenu"",""SalesAndMarketing"",""SalesOrders"",""OrderShipping""]","","船荷証券"
"販売とマーケティング","販売注文","注文の出荷","","梱包材トランザクション","[""mainmenu"",""SalesAndMarketing"",""SalesOrders""]","[""mainmenu"",""SalesAndMarketing"",""SalesOrders"",""OrderShipping""]","","梱包材トランザクション"
"販売とマーケティング","販売注文","注文の出荷","","出荷誤差","[""mainmenu"",""SalesAndMarketing"",""SalesOrders""]","[""mainmenu"",""SalesAndMarketing"",""SalesOrders"",""OrderShipping""]","","出荷誤差"
"販売とマーケティング","販売注文","注文の出荷","","船荷証券レポート","[""mainmenu"",""SalesAndMarketing"",""SalesOrders""]","[""mainmenu"",""SalesAndMarketing"",""SalesOrders"",""OrderShipping""]","","船荷証券レポート"
"販売とマーケティング","販売契約書","","","販売契約書","[""mainmenu"",""SalesAndMarketing"",""SalesAgreements""]","","","販売契約書"
"販売とマーケティング","販売契約書","","","販売契約のフルフィルメント レポート","[""mainmenu"",""SalesAndMarketing"",""SalesAgreements""]","","","販売契約のフルフィルメント レポート"
"販売とマーケティング","販売返品","","","すべての返品注文","[""mainmenu"",""SalesAndMarketing"",""SalesReturns""]","","","すべての返品注文"
"販売とマーケティング","販売返品","","","オープン返品注文","[""mainmenu"",""SalesAndMarketing"",""SalesReturns""]","","","オープン返品注文"
"販売とマーケティング","販売返品","","","作成済の返品注文","[""mainmenu"",""SalesAndMarketing"",""SalesReturns""]","","","作成済の返品注文"
"販売とマーケティング","販売返品","","","キャンセル済の返品注文","[""mainmenu"",""SalesAndMarketing"",""SalesReturns""]","","","キャンセル済の返品注文"
"販売とマーケティング","販売返品","","","決済済の返品注文","[""mainmenu"",""SalesAndMarketing"",""SalesReturns""]","","","決済済の返品注文"
"販売とマーケティング","価格と割引","","","価格の検索","[""mainmenu"",""SalesAndMarketing"",""PricesAndDiscounts""]","","","価格の検索"
"販売とマーケティング","価格と割引","","","売買契約仕訳帳","[""mainmenu"",""SalesAndMarketing"",""PricesAndDiscounts""]","","","売買契約仕訳帳"
"販売とマーケティング","価格と割引","","","顧客の価格/割引グループ","[""mainmenu"",""SalesAndMarketing"",""PricesAndDiscounts""]","","","顧客の価格/割引グループ"
"販売とマーケティング","価格と割引","","","品目割引グループ","[""mainmenu"",""SalesAndMarketing"",""PricesAndDiscounts""]","","","品目割引グループ"
"販売とマーケティング","顧客リベート","","","リベート契約","[""mainmenu"",""SalesAndMarketing"",""CustomerRebates""]","","","リベート契約"
"販売とマーケティング","顧客リベート","","","リベート (複数)","[""mainmenu"",""SalesAndMarketing"",""CustomerRebates""]","","","リベート (複数)"
"販売とマーケティング","顧客リベート","","","リベート プログラム タイプ (複数)","[""mainmenu"",""SalesAndMarketing"",""CustomerRebates""]","","","リベート プログラム タイプ (複数)"
"販売とマーケティング","顧客リベート","リベート グループ","","顧客リベート グループ (複数)","[""mainmenu"",""SalesAndMarketing"",""CustomerRebates""]","[""mainmenu"",""SalesAndMarketing"",""CustomerRebates"",""RebateGroups""]","","顧客リベート グループ (複数)"
"販売とマーケティング","顧客リベート","リベート グループ","","顧客 TMA グループ。","[""mainmenu"",""SalesAndMarketing"",""CustomerRebates""]","[""mainmenu"",""SalesAndMarketing"",""CustomerRebates"",""RebateGroups""]","","顧客 TMA グループ。"
"販売とマーケティング","顧客リベート","リベート グループ","","品目運賃グループ","[""mainmenu"",""SalesAndMarketing"",""CustomerRebates""]","[""mainmenu"",""SalesAndMarketing"",""CustomerRebates"",""RebateGroups""]","","品目運賃グループ"
"販売とマーケティング","顧客リベート","リベート グループ","","品目リベート グループ (複数)","[""mainmenu"",""SalesAndMarketing"",""CustomerRebates""]","[""mainmenu"",""SalesAndMarketing"",""CustomerRebates"",""RebateGroups""]","","品目リベート グループ (複数)"
"販売とマーケティング","顧客リベート","リベートの更新","","リベートの計算","[""mainmenu"",""SalesAndMarketing"",""CustomerRebates""]","[""mainmenu"",""SalesAndMarketing"",""CustomerRebates"",""RebateUpdate""]","","リベートの計算"
"販売とマーケティング","顧客リベート","リベートの更新","","リベートの累計","[""mainmenu"",""SalesAndMarketing"",""CustomerRebates""]","[""mainmenu"",""SalesAndMarketing"",""CustomerRebates"",""RebateUpdate""]","","リベートの累計"
"販売とマーケティング","顧客リベート","リベートの更新","","リベートの処理","[""mainmenu"",""SalesAndMarketing"",""CustomerRebates""]","[""mainmenu"",""SalesAndMarketing"",""CustomerRebates"",""RebateUpdate""]","","リベートの処理"
"販売とマーケティング","顧客リベート","リベートの更新","","リベートの削除","[""mainmenu"",""SalesAndMarketing"",""CustomerRebates""]","[""mainmenu"",""SalesAndMarketing"",""CustomerRebates"",""RebateUpdate""]","","リベートの削除"
"販売とマーケティング","取引割引","","","取引割引契約","[""mainmenu"",""SalesAndMarketing"",""TradeAllowances""]","","","取引割引契約"
"販売とマーケティング","取引割引","","","払戻計算ワークベンチ","[""mainmenu"",""SalesAndMarketing"",""TradeAllowances""]","","","払戻計算ワークベンチ"
"販売とマーケティング","取引割引","","","顧客カテゴリ階層","[""mainmenu"",""SalesAndMarketing"",""TradeAllowances""]","","","顧客カテゴリ階層"
"販売とマーケティング","取引割引","","","テンプレート","[""mainmenu"",""SalesAndMarketing"",""TradeAllowances""]","","","テンプレート"
"販売とマーケティング","取引割引","取引割引分析","","取引割引活動","[""mainmenu"",""SalesAndMarketing"",""TradeAllowances""]","[""mainmenu"",""SalesAndMarketing"",""TradeAllowances"",""TradeAllowanceAnalysis""]","","取引割引活動"
"販売とマーケティング","取引割引","取引割引分析","","実際原価レポート","[""mainmenu"",""SalesAndMarketing"",""TradeAllowances""]","[""mainmenu"",""SalesAndMarketing"",""TradeAllowances"",""TradeAllowanceAnalysis""]","","実際原価レポート"
"販売とマーケティング","取引割引","資金","","資金","[""mainmenu"",""SalesAndMarketing"",""TradeAllowances""]","[""mainmenu"",""SalesAndMarketing"",""TradeAllowances"",""Funds""]","","資金"
"販売とマーケティング","取引割引","資金","","資金の詳細レポート","[""mainmenu"",""SalesAndMarketing"",""TradeAllowances""]","[""mainmenu"",""SalesAndMarketing"",""TradeAllowances"",""Funds""]","","資金の詳細レポート"
"販売とマーケティング","取引割引","控除","","控除ワークベンチ","[""mainmenu"",""SalesAndMarketing"",""TradeAllowances""]","[""mainmenu"",""SalesAndMarketing"",""TradeAllowances"",""Deductions""]","","控除ワークベンチ"
"販売とマーケティング","取引割引","控除","","控除タイプ","[""mainmenu"",""SalesAndMarketing"",""TradeAllowances""]","[""mainmenu"",""SalesAndMarketing"",""TradeAllowances"",""Deductions""]","","控除タイプ"
"販売とマーケティング","取引割引","控除","","控除の理由","[""mainmenu"",""SalesAndMarketing"",""TradeAllowances""]","[""mainmenu"",""SalesAndMarketing"",""TradeAllowances"",""Deductions""]","","控除の理由"
"販売とマーケティング","取引割引","控除","","控除の拒否理由","[""mainmenu"",""SalesAndMarketing"",""TradeAllowances""]","[""mainmenu"",""SalesAndMarketing"",""TradeAllowances"",""Deductions""]","","控除の拒否理由"
"販売とマーケティング","取引割引","控除","","控除損金処理の理由","[""mainmenu"",""SalesAndMarketing"",""TradeAllowances""]","[""mainmenu"",""SalesAndMarketing"",""TradeAllowances"",""Deductions""]","","控除損金処理の理由"
"販売とマーケティング","コミッション","","","手数料計算","[""mainmenu"",""SalesAndMarketing"",""Commissions""]","","","手数料計算"
"販売とマーケティング","コミッション","","","コミッション転記","[""mainmenu"",""SalesAndMarketing"",""Commissions""]","","","コミッション転記"
"販売とマーケティング","コミッション","","","コミッション用の顧客グループ","[""mainmenu"",""SalesAndMarketing"",""Commissions""]","","","コミッション用の顧客グループ"
"販売とマーケティング","コミッション","","","品目グループ","[""mainmenu"",""SalesAndMarketing"",""Commissions""]","","","品目グループ"
"販売とマーケティング","コミッション","","","売上グループ","[""mainmenu"",""SalesAndMarketing"",""Commissions""]","","","売上グループ"
"販売とマーケティング","照会およびレポート","履歴","","トランザクション ログ","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""History""]","","トランザクション ログ"
"販売とマーケティング","照会およびレポート","履歴","","無効にされた販売注文","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""History""]","","無効にされた販売注文"
"販売とマーケティング","照会およびレポート","履歴","","削除された注文","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""History""]","","削除された注文"
"販売とマーケティング","照会およびレポート","履歴","","注文イベント","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""History""]","","注文イベント"
"販売とマーケティング","照会およびレポート","注文転記","","販売注文確認","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""UpdateHistory""]","","販売注文確認"
"販売とマーケティング","照会およびレポート","注文転記","","ピッキング リスト","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""UpdateHistory""]","","ピッキング リスト"
"販売とマーケティング","照会およびレポート","注文転記","","梱包明細","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""UpdateHistory""]","","梱包明細"
"販売とマーケティング","照会およびレポート","販売とマーケティング レポート","","作業者別の活動分析","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""SalesAndMarketingReports""]","","作業者別の活動分析"
"販売とマーケティング","照会およびレポート","販売とマーケティング レポート","","売上目標","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""SalesAndMarketingReports""]","","売上目標"
"販売とマーケティング","照会およびレポート","販売とマーケティング レポート","","見込顧客売上高","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""SalesAndMarketingReports""]","","見込顧客売上高"
"販売とマーケティング","照会およびレポート","販売とマーケティング レポート","","キャンペーンの反応頻度","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""SalesAndMarketingReports""]","","キャンペーンの反応頻度"
"販売とマーケティング","照会およびレポート","販売とマーケティング レポート","","テレマーケティング集計","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""SalesAndMarketingReports""]","","テレマーケティング集計"
"販売とマーケティング","照会およびレポート","販売注文レポート","","未処理の販売注文","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""SalesOrderReports""]","","未処理の販売注文"
"販売とマーケティング","照会およびレポート","販売注文レポート","","顧客ごとの未処理の販売注文明細行","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""SalesOrderReports""]","","顧客ごとの未処理の販売注文明細行"
"販売とマーケティング","照会およびレポート","販売注文レポート","","品目ごとの未処理の販売注文明細行","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""SalesOrderReports""]","","品目ごとの未処理の販売注文明細行"
"販売とマーケティング","照会およびレポート","販売注文レポート","","出荷日ごとの未処理の販売注文明細行","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""SalesOrderReports""]","","出荷日ごとの未処理の販売注文明細行"
"販売とマーケティング","照会およびレポート","販売注文レポート","","顧客別の販売注文","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""SalesOrderReports""]","","顧客別の販売注文"
"販売とマーケティング","照会およびレポート","販売注文レポート","","販売注文明細行","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""SalesOrderReports""]","","販売注文明細行"
"販売とマーケティング","照会およびレポート","販売契約書レポート","","販売契約のフルフィルメント レポート","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""SalesAgreementReports""]","","販売契約のフルフィルメント レポート"
"販売とマーケティング","照会およびレポート","顧客統計","","上位顧客 100","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""CustomerStatistics""]","","上位顧客 100"
"販売とマーケティング","照会およびレポート","顧客統計","","顧客の売上高レポート","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""CustomerStatistics""]","","顧客の売上高レポート"
"販売とマーケティング","照会およびレポート","顧客統計","","顧客ごとの粗利","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""CustomerStatistics""]","","顧客ごとの粗利"
"販売とマーケティング","照会およびレポート","顧客統計","","顧客/品目の統計","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""CustomerStatistics""]","","顧客/品目の統計"
"販売とマーケティング","照会およびレポート","販売統計","","品目ごとの粗利","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""SalesStatistics""]","","品目ごとの粗利"
"販売とマーケティング","照会およびレポート","販売統計","","販売品目グループ統計","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""SalesStatistics""]","","販売品目グループ統計"
"販売とマーケティング","照会およびレポート","販売統計","","アップセル/クロスセルの設定","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""SalesStatistics""]","","アップセル/クロスセルの設定"
